,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd,,,,point,t1,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
,,,,,,,,,,,,,,13y3y,13,16,4.642062146,4.190944256,1.865560066,3.028176167,3.947600501,1.806679734,5.039395336,2.948785202,3.786224126
,,,,,,,,,,,,,,13y4y,13,17,4.598685741,4.170276021,1.850216019,2.969984375,3.933088,1.83279826,5.058419594,2.908471716,3.760646253
,,,,,,,,,,,,,,13y5y,13,18,4.550860435,4.142662545,1.834066886,2.911316711,3.918012705,1.852461192,5.076750969,2.867192105,3.731015038
,,,,,,,,,,,,,,13y6y,13,19,4.499493491,4.109138182,1.817957748,2.854655912,3.903150043,1.864481946,5.095029178,2.825986271,3.698082676
,,,,,,,,,,,,,,13y7y,13,20,4.445277269,4.070114091,1.802520975,2.801905695,3.888926961,1.867906485,5.113612975,2.785626791,3.66223321
,,,,,,,,,,,,,,13y8y,13,21,4.38908607,4.026176214,1.788151912,2.754236819,3.875510323,1.862603754,5.132499179,2.746737867,3.62399583
,,,,,,,,,,,,,,13y9y,13,22,4.332664027,3.979216581,1.774667779,2.710941714,3.862562344,1.851019693,5.150752807,2.709732846,3.584815512
,,,,,,,,,,,,,,13y10y,13,23,4.277700645,3.931017874,1.761890398,2.671337508,3.849734433,1.835513564,5.167452035,2.675009753,3.546066681
,,,,,,,,,,,,,,13y11y,13,24,4.225683193,3.883034581,1.749747629,2.635094733,3.836757245,1.817912945,5.181851069,2.64299006,3.50889905
,,,,,,,,,,,,,,13y12y,13,25,4.177981171,3.836530077,1.738229192,2.602090127,3.82340765,1.799735383,5.193306813,2.614108959,3.474331356
,,,,,,,,,,,,,,13y13y,13,26,4.135430562,3.792376768,1.727333376,2.572161594,3.809548736,1.782122885,5.201525267,2.588554819,3.442991776
,,,,,,,,,,,,,,13y14y,13,27,4.097107757,3.750355229,1.716973342,2.544612801,3.795276546,1.765408396,5.207314895,2.565573114,3.414305079
,,,,,,,,,,,,,,13y15y,13,28,4.061899584,3.710101541,1.707068444,2.518744653,3.780719177,1.749779959,5.211609092,2.54432517,3.387554981
,,,,,,,,,,,,,,13y16y,13,29,4.028908365,3.671357631,1.697564425,2.493980432,3.76598343,1.735464667,5.215212701,2.524105898,3.362160706
,,,,,,,,,,,,,,13y17y,13,30,3.997388532,3.633940146,1.68842566,2.46982978,3.751161079,1.722717185,5.218839828,2.504304491,3.337637129
,,,,,,,,,,,,,,14y1y,14,15,4.651305971,4.208595828,1.871005925,3.041661123,3.954546042,1.807534561,5.045263255,2.955539865,3.796886119
,,,,,,,,,,,,,,14y2y,14,16,4.609416103,4.189261706,1.855333865,2.981715478,3.939118773,1.837680193,5.063669463,2.914791236,3.772071243
,,,,,,,,,,,,,,14y3y,14,17,4.56246291,4.16226491,1.838283869,2.919613318,3.922596014,1.862171407,5.080943765,2.872371244,3.74268504
,,,,,,,,,,,,,,14y4y,14,18,4.511736986,4.129750842,1.821080491,2.858871502,3.906374892,1.879406786,5.098226941,2.829796847,3.710136324
,,,,,,,,,,,,,,14y5y,14,19,4.457921343,4.092103948,1.804346804,2.801367585,3.890867259,1.888442571,5.115865598,2.787828899,3.674793233
,,,,,,,,,,,,,,14y6y,14,20,4.401597775,4.04941488,1.788605726,2.748707054,3.876320795,1.88844443,5.134073957,2.7471024,3.63685043
,,,,,,,,,,,,,,14y7y,14,21,4.343619189,4.002157194,1.774171832,2.701828144,3.862788375,1.879450174,5.152735193,2.708161401,3.596776678
,,,,,,,,,,,,,,14y8y,14,22,4.285827751,3.952329985,1.760749692,2.659672235,3.849812142,1.864312302,5.170741023,2.67135281,3.556101215
,,,,,,,,,,,,,,14y9y,14,23,4.229961358,3.901763265,1.748099057,2.62136417,3.836975597,1.845606314,5.187074807,2.637036044,3.516237435
,,,,,,,,,,,,,,14y10y,14,24,4.17751609,3.851907104,1.736121145,2.586494452,3.823976574,1.825236358,5.200951467,2.605611752,3.478335965
,,,,,,,,,,,,,,14y11y,14,25,4.129856347,3.804004688,1.724794349,2.554907635,3.810575258,1.804740525,5.211712243,2.577503125,3.443404216
,,,,,,,,,,,,,,14y12y,14,26,4.087770256,3.758882386,1.714110119,2.526416931,3.796630801,1.785243224,5.219081782,2.552869959,3.412030266
,,,,,,,,,,,,,,14y13y,14,27,4.050165721,3.716204911,1.703970332,2.50026782,3.782254437,1.767002979,5.223966265,2.53086542,3.383518555
,,,,,,,,,,,,,,14y14y,14,28,4.01579568,3.675515269,1.694286728,2.475719446,3.767587407,1.750144326,5.227377807,2.510578887,3.357056773
,,,,,,,,,,,,,,14y15y,14,29,3.983678641,3.636494183,1.685001223,2.452172624,3.752744728,1.73485039,5.230170409,2.491261416,3.33200276
,,,,,,,,,,,,,,14y16y,14,30,3.953015676,3.598917071,1.676076484,2.429125544,3.737823399,1.721344583,5.233089375,2.4722752,3.307831332
,,,,,,,,,,,,,,15y1y,15,16,4.567526234,4.169927584,1.839661805,2.921769833,3.923691504,1.867825825,5.082075671,2.874042607,3.747256366
,,,,,,,,,,,,,,15y2y,15,17,4.51804138,4.13909945,1.821922841,2.858589416,3.906621,1.88948983,5.09878402,2.830786933,3.715584501
,,,,,,,,,,,,,,15y3y,15,18,4.465213991,4.10346918,1.804438679,2.797941629,3.890317842,1.903364194,5.115881503,2.787882508,3.681219726
,,,,,,,,,,,,,,15y4y,15,19,4.409575186,4.062980978,1.787682024,2.741294201,3.874947564,1.908669574,5.133516183,2.745901157,3.644270012
,,,,,,,,,,,,,,15y5y,15,20,4.351656136,4.017578691,1.772125686,2.69011624,3.860675746,1.904626403,5.151836098,2.705414907,3.604843292
,,,,,,,,,,,,,,15y6y,15,21,4.292338059,3.967750754,1.758032816,2.645189314,3.84749543,1.891436109,5.170647183,2.666931657,3.563425104
,,,,,,,,,,,,,,15y7y,15,22,4.233616577,3.915720579,1.744998802,2.605102393,3.834850157,1.872423408,5.188666419,2.63075466,3.521703372
,,,,,,,,,,,,,,15y8y,15,23,4.177293281,3.863409194,1.732735699,2.568827051,3.822279291,1.850365283,5.204801251,2.597223066,3.48115635
,,,,,,,,,,,,,,15y9y,15,24,4.124872769,3.812275023,1.721133948,2.535920378,3.809468855,1.827203225,5.218250158,2.566730851,3.442941504
,,,,,,,,,,,,,,15y10y,15,25,4.077711385,3.763545574,1.710173192,2.506232286,3.79617818,1.804461121,5.228357142,2.539699451,3.408056026
,,,,,,,,,,,,,,15y11y,15,26,4.036539737,3.717999346,1.699846863,2.47957655,3.78227487,1.783216739,5.234883467,2.516263604,3.37704337
,,,,,,,,,,,,,,15y12y,15,27,4.0000707,3.675172335,1.690050699,2.455151712,3.767896804,1.763625347,5.238858183,2.495475883,3.349071259
,,,,,,,,,,,,,,15y13y,15,28,3.966910273,3.634509072,1.680692943,2.432185471,3.753205973,1.745729693,5.241386618,2.476351119,3.323223746
,,,,,,,,,,,,,,15y14y,15,29,3.935990974,3.595629779,1.671715172,2.410066303,3.738330349,1.729658663,5.243378063,2.458098669,3.298796806
,,,,,,,,,,,,,,15y15y,15,30,3.906462989,3.55827182,1.663081188,2.388289839,3.723375223,1.715598585,5.245611116,2.440057556,3.275227679
,,,,,,,,,,,,,,16y1y,16,17,4.468556526,4.108271316,1.804183877,2.795408998,3.889550495,1.911153835,5.115492369,2.787531259,3.683912635
,,,,,,,,,,,,,,16y2y,16,18,4.414057869,4.070239978,1.786827116,2.736027527,3.873631011,1.921133378,5.132784419,2.744802458,3.648201406
,,,,,,,,,,,,,,16y3y,16,19,4.356924836,4.027332109,1.77035543,2.681135656,3.858699584,1.922284157,5.150663021,2.703187341,3.609941227
,,,,,,,,,,,,,,16y4y,16,20,4.297688611,3.979491468,1.755241657,2.632202842,3.844921806,1.913826548,5.169276204,2.663257982,3.569240023
,,,,,,,,,,,,,,16y5y,16,21,4.237300424,3.927315388,1.741707019,2.589873211,3.832256216,1.896158166,5.188361485,2.625509467,3.526658852
,,,,,,,,,,,,,,16y6y,16,22,4.177964968,3.873352744,1.729221635,2.552324487,3.820043265,1.873189672,5.206431543,2.590206668,3.484111206
,,,,,,,,,,,,,,16y7y,16,23,4.121545716,3.819620853,1.717460541,2.518406654,3.807791832,1.847870919,5.222333477,2.557677418,3.443142062
,,,,,,,,,,,,,,16y8y,16,24,4.069541086,3.767568453,1.706317965,2.487689196,3.795191024,1.8221254,5.235271969,2.528316881,3.404902146
,,,,,,,,,,,,,,16y9y,16,25,4.023287513,3.718392017,1.695785568,2.460061448,3.782010033,1.797420599,5.244610639,2.502550211,3.3703671
,,,,,,,,,,,,,,16y10y,16,26,3.983441087,3.672806522,1.685865369,2.435357222,3.768133207,1.77475583,5.250164246,2.480485704,3.340022071
,,,,,,,,,,,,,,16y11y,16,27,3.948483833,3.630194585,1.67644969,2.412731882,3.753733649,1.754152577,5.253111139,2.461060726,3.312872612
,,,,,,,,,,,,,,16y12y,16,28,3.916858943,3.589890862,1.667445538,2.391386774,3.738998846,1.735555015,5.254662531,2.443210162,3.287887695
,,,,,,,,,,,,,,16y13y,16,29,3.887411339,3.551453025,1.658796201,2.370704493,3.724071798,1.71903042,5.255785939,2.426102982,3.264299917
,,,,,,,,,,,,,,16y14y,16,30,3.859244186,3.514582123,1.650468287,2.350184125,3.709066917,1.70472521,5.25729222,2.409058624,3.241511344
,,,,,,,,,,,,,,17y1y,17,18,4.359559213,4.032208639,1.769470354,2.676646056,3.857711528,1.931112921,5.150076469,2.702073658,3.612490177
,,,,,,,,,,,,,,17y2y,17,19,4.301108991,3.986862505,1.753441207,2.623998986,3.843274128,1.927849317,5.168248347,2.661015382,3.572955524
,,,,,,,,,,,,,,17y3y,17,20,4.24073264,3.936564851,1.738927583,2.57780079,3.830045577,1.914717452,5.18720415,2.621833557,3.531015819
,,,,,,,,,,,,,,17y4y,17,21,4.179486398,3.882076407,1.726087804,2.538489264,3.817932646,1.892409248,5.206578764,2.585004019,3.487345406
,,,,,,,,,,,,,,17y5y,17,22,4.119846656,3.82636903,1.714229186,2.503707585,3.806141819,1.865596839,5.224619378,2.55074175,3.44415092
,,,,,,,,,,,,,,17y6y,17,23,4.063710581,3.771512442,1.703006651,2.472239596,3.794165388,1.837323767,5.240140328,2.519368444,3.403013633
,,,,,,,,,,,,,,17y7y,17,24,4.012538881,3.718896615,1.692337121,2.443729224,3.781711099,1.809407052,5.25238334,2.491286256,3.365043505
,,,,,,,,,,,,,,17y8y,17,25,3.967628886,3.669657105,1.682235779,2.418143004,3.768567475,1.783203944,5.260750422,2.46692758,3.331173908
,,,,,,,,,,,,,,17y9y,17,26,3.929539372,3.624421545,1.672718868,2.395351469,3.754642397,1.759600496,5.265127788,2.446369531,3.301812008
,,,,,,,,,,,,,,17y10y,17,27,3.896476564,3.582386912,1.663676271,2.374464171,3.740151964,1.738452451,5.266873015,2.428413673,3.27576861
,,,,,,,,,,,,,,17y11y,17,28,3.866704617,3.542765366,1.65501478,2.354657481,3.725312332,1.719591486,5.267314364,2.411908244,3.251885427
,,,,,,,,,,,,,,17y12y,17,29,3.838982574,3.505051501,1.646680561,2.335312451,3.710281907,1.703020135,5.26747707,2.395983959,3.22933219
,,,,,,,,,,,,,,17y13y,17,30,3.812374006,3.468913724,1.638644011,2.315936058,3.695183565,1.688846086,5.2681999,2.379945344,3.207480476
,,,,,,,,,,,,,,18y1y,18,19,4.24265877,3.941516371,1.73741206,2.571351915,3.828836729,1.924585714,5.186420224,2.619957105,3.53342087
,,,,,,,,,,,,,,18y2y,18,20,4.181319353,3.888742957,1.723656198,2.528378157,3.816212601,1.906519718,5.20576799,2.581713506,3.49027864
,,,,,,,,,,,,,,18y3y,18,21,4.119462127,3.832032329,1.711626954,2.492437,3.804673018,1.879508024,5.225412862,2.545980806,3.445630483
,,,,,,,,,,,,,,18y4y,18,22,4.059918517,3.774909127,1.700418894,2.460472967,3.793249392,1.849217819,5.243255105,2.512908773,3.402066106
,,,,,,,,,,,,,,18y5y,18,23,4.004540855,3.719373203,1.689713911,2.431358305,3.78145616,1.818565936,5.2581531,2.482827401,3.361118324
,,,,,,,,,,,,,,18y6y,18,24,3.954702159,3.666677945,1.679481582,2.404909752,3.769044361,1.78912274,5.269434485,2.456155022,3.323802393
,,,,,,,,,,,,,,18y7y,18,25,3.911638839,3.617864029,1.669773697,2.381213996,3.75583261,1.76207409,5.276560987,2.433335284,3.290985869
,,,,,,,,,,,,,,18y8y,18,26,3.875786891,3.573448158,1.660624933,2.360189646,3.741758756,1.738161443,5.279509203,2.414406515,3.262977237
,,,,,,,,,,,,,,18y9y,18,27,3.845022937,3.53240672,1.651921373,2.340888406,3.727089791,1.717045732,5.279850409,2.398007008,3.238355103
,,,,,,,,,,,,,,18y10y,18,28,3.817419158,3.493821039,1.643569223,2.322458624,3.712072413,1.698439343,5.279038153,2.382891703,3.215824952
,,,,,,,,,,,,,,18y11y,18,29,3.791657425,3.457128125,1.635517852,2.304282123,3.696879214,1.682284428,5.278149852,2.368157622,3.194499646
,,,,,,,,,,,,,,18y12y,18,30,3.766775239,3.421972481,1.627741815,2.285876891,3.681639568,1.668657183,5.27804352,2.353101318,3.173729667
,,,,,,,,,,,,,,19y1y,19,20,4.119979937,3.835969543,1.709900336,2.485404399,3.803588474,1.888453722,5.225115755,2.543469907,3.447136411
,,,,,,,,,,,,,,19y2y,19,21,4.057863806,3.777290308,1.698734401,2.452979542,3.792591163,1.856969179,5.244909181,2.508992656,3.401735289
,,,,,,,,,,,,,,19y3y,19,22,3.999005099,3.71937338,1.688087839,2.423513317,3.781386947,1.824095187,5.262200066,2.477225996,3.358281184
,,,,,,,,,,,,,,19y4y,19,23,3.945011376,3.663837411,1.677789373,2.396359902,3.769611018,1.792060992,5.276086319,2.448544975,3.318042687
,,,,,,,,,,,,,,19y5y,19,24,3.897110836,3.61171026,1.667895486,2.371621319,3.757085888,1.762030145,5.286037337,2.423394606,3.281878698
,,,,,,,,,,,,,,19y6y,19,25,3.856468851,3.563921972,1.658500636,2.349524343,3.743665257,1.73498882,5.291584448,2.402231647,3.250580036
,,,,,,,,,,,,,,19y7y,19,26,3.823376623,3.520866985,1.649655343,2.330023607,3.729319045,1.711529404,5.292807629,2.385042145,3.224342432
,,,,,,,,,,,,,,19y8y,19,27,3.795318457,3.481268013,1.641235037,2.312080467,3.714371424,1.691103234,5.291529183,2.370263245,3.201471882
,,,,,,,,,,,,,,19y9y,19,28,3.770170312,3.444077113,1.633142241,2.294803814,3.6990986,1.673311968,5.289329034,2.356551102,3.180536517
,,,,,,,,,,,,,,19y10y,19,29,3.74655729,3.4086893,1.625328432,2.277575144,3.683683463,1.658054299,5.287322815,2.342977674,3.160607523
,,,,,,,,,,,,,,19y11y,19,30,3.7235131,3.374741218,1.617771793,2.259924617,3.668258008,1.645390952,5.28637291,2.328841701,3.141030467
,,,,,,,,,,,,,,20y1y,20,21,3.995747675,3.718611072,1.687568466,2.420554685,3.781593853,1.825484637,5.264702606,2.474515404,3.356334167
,,,,,,,,,,,,,,20y2y,20,22,3.938517681,3.661075298,1.677181591,2.392567777,3.770286184,1.79191592,5.280742221,2.44410404,3.313853571
,,,,,,,,,,,,,,20y3y,20,23,3.886688523,3.606460033,1.667085719,2.366678403,3.7582852,1.759930082,5.293076507,2.416903331,3.275011446
,,,,,,,,,,,,,,20y4y,20,24,3.841393561,3.555645439,1.657394274,2.34317555,3.745460241,1.730424251,5.301267733,2.39337578,3.240564269
,,,,,,,,,,,,,,20y5y,20,25,3.803766634,3.509512457,1.648220697,2.322348332,3.731680614,1.70429584,5.304878186,2.373983995,3.211268761
,,,,,,,,,,,,,,20y6y,20,26,3.773942737,3.468349892,1.639614511,2.304126809,3.716940807,1.682042018,5.304089608,2.358637518,3.187210102
,,,,,,,,,,,,,,20y7y,20,27,3.748938246,3.430596366,1.631425709,2.287319906,3.701626131,1.662910307,5.301016815,2.345519436,3.166376949
,,,,,,,,,,,,,,20y8y,20,28,3.726444109,3.39509056,1.623547479,2.270978741,3.686037365,1.646419249,5.297355694,2.333186252,3.14721153
,,,,,,,,,,,,,,20y9y,20,29,3.705065885,3.361213717,1.615931553,2.254483004,3.670360684,1.632454363,5.294234711,2.320700759,3.12877098
,,,,,,,,,,,,,,20y10y,20,30,3.683866416,3.328618385,1.608558939,2.237376638,3.654724962,1.621084676,5.292498626,2.30737888,3.110419873
,,,,,,,,,,,,,,21y1y,21,22,3.881287687,3.603539523,1.666794715,2.364580868,3.758978515,1.758347202,5.296781835,2.413692677,3.271372975
,,,,,,,,,,,,,,21y2y,21,23,3.832158947,3.550384514,1.656844346,2.339740262,3.746630873,1.727152804,5.307263458,2.388097295,3.234350086
,,,,,,,,,,,,,,21y3y,21,24,3.78994219,3.501323561,1.64733621,2.317382504,3.733415704,1.698737456,5.313456108,2.366329239,3.201974303
,,,,,,,,,,,,,,21y4y,21,25,3.755771373,3.457237804,1.638383754,2.297796744,3.719202304,1.67399864,5.314922081,2.348851142,3.175002409
,,,,,,,,,,,,,,21y5y,21,26,3.72958175,3.418297656,1.63002372,2.280841233,3.704010198,1.653353494,5.311967008,2.335461941,3.153385289
,,,,,,,,,,,,,,21y6y,21,27,3.707803341,3.382593915,1.622068583,2.265114109,3.688298177,1.635814585,5.307069183,2.324020109,3.134717413
,,,,,,,,,,,,,,21y7y,21,28,3.687972171,3.348873344,1.614401623,2.249610748,3.672386439,1.620838479,5.302020421,2.312996373,3.117336868
,,,,,,,,,,,,,,21y8y,21,29,3.668730661,3.316539048,1.606976939,2.233724044,3.656456538,1.608325579,5.297926224,2.301473928,3.100325582
,,,,,,,,,,,,,,21y9y,21,30,3.649212943,3.285285864,1.599780103,2.217023522,3.640628418,1.598373569,5.295587072,2.288808156,3.083096062
,,,,,,,,,,,,,,22y1y,22,23,3.783030206,3.497229504,1.646893976,2.314899656,3.734283232,1.695958405,5.317745081,2.362501913,3.197327197
,,,,,,,,,,,,,,22y2y,22,24,3.744269442,3.45021558,1.637606957,2.293783323,3.720634298,1.668932583,5.321793244,2.34264752,3.167274968
,,,,,,,,,,,,,,22y3y,22,25,3.713932602,3.408470564,1.628913434,2.275535369,3.705943567,1.645882453,5.32096883,2.327237297,3.142878887
,,,,,,,,,,,,,,22y4y,22,26,3.691655266,3.371987189,1.620830971,2.259906325,3.690268119,1.627105067,5.315763301,2.315904256,3.123888368
,,,,,,,,,,,,,,22y5y,22,27,3.673106472,3.338404794,1.613123356,2.245220757,3.674162109,1.611308062,5.309126653,2.306085595,3.1073863
,,,,,,,,,,,,,,22y6y,22,28,3.655752918,3.30642898,1.605669441,2.230449062,3.657954426,1.597920359,5.302893518,2.296213656,3.091664183
,,,,,,,,,,,,,,22y7y,22,29,3.638365372,3.27553898,1.598431543,2.215030212,3.641810541,1.586893919,5.298089708,2.285442679,3.07589024
,,,,,,,,,,,,,,22y8y,22,30,3.6202036,3.245504157,1.591403276,2.198578854,3.625834656,1.578376865,5.295437727,2.27319759,3.059561448
,,,,,,,,,,,,,,23y1y,23,24,3.705508678,3.403201655,1.628319939,2.27266699,3.706985365,1.64190676,5.325841408,2.322793127,3.137222738
,,,,,,,,,,,,,,23y2y,23,25,3.6793838,3.364091094,1.619923163,2.255853226,3.691773735,1.620844476,5.322580704,2.309604989,3.115654732
,,,,,,,,,,,,,,23y3y,23,26,3.661196952,3.33023975,1.612143303,2.241575214,3.675596415,1.604153955,5.315102708,2.300371704,3.099408758
,,,,,,,,,,,,,,23y4y,23,27,3.645625539,3.298698616,1.604680701,2.227801032,3.659131829,1.590145476,5.306972046,2.291981515,3.084901076
,,,,,,,,,,,,,,23y5y,23,28,3.630297461,3.268268876,1.597424535,2.213558943,3.642688665,1.578312749,5.299923206,2.282956004,3.070531581
,,,,,,,,,,,,,,23y6y,23,29,3.614254566,3.238590559,1.590354471,2.198385305,3.626398426,1.568716504,5.294813812,2.272599473,3.055650747
,,,,,,,,,,,,,,23y7y,23,30,3.596942656,3.209543393,1.583476033,2.181961596,3.610342003,1.561579502,5.292250962,2.26043983,3.039880627
,,,,,,,,,,,,,,24y1y,24,25,3.653258922,3.324980533,1.611526387,2.239039463,3.676562105,1.599782193,5.319320001,2.296416851,3.094086726
,,,,,,,,,,,,,,24y2y,24,26,3.639041089,3.293758798,1.604054985,2.226029327,3.659901939,1.585277552,5.309733358,2.289160992,3.080501768
,,,,,,,,,,,,,,24y3y,24,27,3.625664492,3.26386427,1.596800955,2.212845713,3.64318065,1.572891715,5.300682258,2.281710978,3.067460522
,,,,,,,,,,,,,,24y4y,24,28,3.611494656,3.234535681,1.589700684,2.198781931,3.62661449,1.562414247,5.293443655,2.272996723,3.053858791
,,,,,,,,,,,,,,24y5y,24,29,3.596003744,3.20566834,1.582761377,2.183528968,3.610281038,1.554078453,5.288608293,2.262560742,3.039336349
,,,,,,,,,,,,,,24y6y,24,30,3.578848319,3.177267016,1.576002049,2.166844031,3.594234775,1.548191625,5.286652555,2.250047614,3.023656942
,,,,,,,,,,,,,,25y1y,25,26,3.624823257,3.262537063,1.596583583,2.213019191,3.643241774,1.570772911,5.300146715,2.281905134,3.066916809
,,,,,,,,,,,,,,25y2y,25,27,3.611867278,3.233306139,1.589438239,2.199748839,3.626489923,1.559446476,5.291363387,2.274358041,3.05414742
,,,,,,,,,,,,,,25y3y,25,28,3.597573235,3.204387397,1.582425449,2.185362754,3.609965285,1.549958265,5.284818207,2.265190014,3.04044948
,,,,,,,,,,,,,,25y4y,25,29,3.581689949,3.175840292,1.575570125,2.169651344,3.593710772,1.542652518,5.280930366,2.254096715,3.025648755
,,,,,,,,,,,,,,25y5y,25,30,3.563966198,3.147724313,1.568897181,2.152404944,3.57776931,1.537873512,5.280119065,2.240773766,3.009570985
,,,,,,,,,,,,,,26y1y,26,27,3.598911298,3.204075214,1.582292895,2.186478487,3.609738072,1.548120041,5.28258006,2.266810949,3.041378031
,,,,,,,,,,,,,,26y2y,26,28,3.583948223,3.175312563,1.575346382,2.171534536,3.59332704,1.539550941,5.277153952,2.256832454,3.027215815
,,,,,,,,,,,,,,26y3y,26,29,3.56731218,3.146941368,1.568565638,2.155195396,3.577200437,1.533279053,5.274524916,2.244827242,3.011892737
,,,,,,,,,,,,,,26y4y,26,30,3.548751933,3.119021125,1.561975581,2.137251383,3.561401194,1.529648662,5.275112153,2.230490924,2.995234529
,,,,,,,,,,,,,,27y1y,27,28,3.568985149,3.146549913,1.568399869,2.156590585,3.576916008,1.530981842,5.271727845,2.246853959,3.013053599
,,,,,,,,,,,,,,27y2y,27,29,3.55151262,3.118374446,1.56170201,2.13955385,3.56093162,1.52585856,5.270497345,2.233835388,2.99715009
,,,,,,,,,,,,,,27y3y,27,30,3.532032145,3.090669763,1.555203143,2.120842348,3.545288901,1.523491535,5.272622851,2.21838425,2.979853361
,,,,,,,,,,,,,,28y1y,28,29,3.534040092,3.090198979,1.555004151,2.122517115,3.544947232,1.520735277,5.269266845,2.220816817,2.98124658
,,,,,,,,,,,,,,28y2y,28,30,3.513555643,3.062729687,1.54860478,2.10296823,3.529475347,1.519746382,5.273070354,2.204149395,2.963253243
,,,,,,,,,,,,,,29y1y,29,30,3.493071194,3.035260396,1.542205409,2.083419345,3.514003462,1.518757486,5.276873862,2.187481972,2.945259905
